# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	8799
#@/user_id	winK
shua ru 	刷入	c=1 d=1 t=3101
shuang 	雙	c=1 d=1 t=2534
shui 	水	c=6 d=2.73765 t=8620
shui jiao 	睡覺	c=1 d=1 t=1144
shui ping 	水平	c=1 d=1 t=307
shui ping 	水瓶	c=1 d=1 t=8578
shui zhun 	水準	c=1 d=1 t=8272
shun bian 	順便	c=2 d=1 t=8365
shuo 	爍	c=3 d=2.3774 t=144
shuo 	說	c=46 d=1.03191 t=8550
shuo bai 	說白	c=2 d=1.01051 t=6785
shuo bu ding 	說不定	c=1 d=1 t=6729
shuo fa 	說法	c=3 d=1.00001 t=5311
shuo hua 	說話	c=2 d=1 t=8039
shuo ming 	說明	c=2 d=1 t=7967
shuo ming shu 	說明書	c=1 d=1 t=5699
shuo qi lai 	說起來	c=1 d=1 t=6491
shuo qu 	說去	c=1 d=1 t=5737
si 	斯	c=1 d=1 t=7126
si 	死	c=2 d=1 t=5354
si 	絲	c=1 d=1 t=5503
si ge 	四個	c=1 d=1 t=1019
si wang 	死亡	c=1 d=1 t=7557
si xin 	私信	c=1 d=1 t=7624
si ze 	四則	c=1 d=1 t=6837
song song 	鬆鬆	c=1 d=1 t=826
sou 	搜	c=1 d=1 t=7664
sou gou 	搜狗	c=1 d=1 t=8029
sou suo 	搜索	c=2 d=1.00011 t=6705
su 	素	c=1 d=1 t=4225
su cai 	素材	c=1 d=1 t=7869
su du 	速度	c=4 d=1.00003 t=5907
suan 	算	c=3 d=1.19252 t=4696
suan ming 	算命	c=1 d=1 t=5321
suan shu 	算數	c=1 d=1 t=6844
sui 	歲	c=2 d=1.46301 t=7290
sui bi 	隨筆	c=2 d=1.0176 t=3219
sui bian 	隨便	c=1 d=1 t=4841
sui ji 	隨機	c=3 d=1.00616 t=2637
sui ran 	雖然	c=6 d=2.24392 t=5111
sui sui 	碎碎	c=2 d=1.8311 t=712
sui sui bian bian 	隨隨便便	c=1 d=1 t=8466
suo jian 	所見	c=1 d=1 t=3241
suo wei 	所謂	c=0 d=0.1 t=1431
suo yi 	所以	c=9 d=2.02828 t=8392
suo you 	所有	c=3 d=0.272914 t=6547
suo you zhe 	所有者	c=1 d=1 t=7678
ta 	他	c=15 d=1.79204 t=8547
ta 	她	c=2 d=1 t=7965
ta 	它	c=13 d=1.95902 t=8261
ta ma 	他媽	c=1 d=1 t=6233
ta men 	他們	c=7 d=3.7795 t=4069
tai 	太	c=11 d=2.54346 t=8294
tai 	臺	c=1 d=1 t=6179
tai cha 	太差	c=3 d=1.9755 t=4830
tai chang 	太長	c=1 d=1 t=8599
tai da 	太大	c=1 d=1 t=5784
tai du 	態度	c=1 d=1 t=5773
tai duo 	太多	c=1 d=1 t=6356
tai tai 	太太	c=1 d=1 t=8573
tan 	談	c=1 d=1 t=1937
tan zi 	毯子	c=1 d=1 t=5568
tang zhe 	躺着	c=1 d=1 t=7747
tao bao 	淘寶	c=0 d=0.1 t=7857
tao yan 	討厭	c=2 d=1.85642 t=551
tao zhuang 	套裝	c=1 d=1 t=2686
te 	特	c=2 d=1 t=4514
te si la 	特斯拉	c=2 d=1.95123 t=1991
te xiao 	特效	c=1 d=1 t=325
te yi 	特意	c=1 d=1 t=578
te you 	特有	c=1 d=1 t=6833
ti 	提	c=1 d=1 t=5045
ti 	體	c=1 d=1 t=5443
ti cai 	題材	c=1 d=1 t=6612
ti gong 	提供	c=3 d=1 t=8674
ti huan 	替換	c=1 d=1 t=1606
ti jiao 	提交	c=1 d=1 t=3224
ti liang 	體諒	c=1 d=1 t=5643
ti liang 	體量	c=1 d=1 t=5645
ti qian 	提前	c=1 d=1 t=8146
ti sheng 	提升	c=1 d=1 t=3826
ti wen 	提問	c=1 d=1 t=5322
ti xian 	體現	c=1 d=1 t=7453
ti zhi 	體制	c=1 d=1 t=4066
ti zi 	梯子	c=1 d=1 t=5892
tian 	天	c=4 d=1.00176 t=8051
tian 	甜	c=1 d=1 t=4190
tian cai 	天才	c=3 d=2.97516 t=6448
tian guo 	天國	c=3 d=2.96536 t=8704
tian jia 	添加	c=3 d=1.88976 t=1132
tian qi 	天氣	c=3 d=1.90032 t=5556
tian shi 	天使	c=3 d=1.98086 t=5358
tian tian 	天天	c=2 d=1.00147 t=2522
tian tou 	甜頭	c=1 d=1 t=8422
tian zhong 	田中	c=1 d=1 t=6746
tiao 	挑	c=1 d=1 t=5706
tiao 	跳	c=3 d=1.00012 t=6626
tiao ka 	挑卡	c=2 d=1.02485 t=6447
tie 	貼	c=7 d=2.08135 t=8549
tie 	鐵	c=2 d=1.92774 t=6278
tie ba 	貼吧	c=1 d=1 t=1684
tie qi lai 	貼起來	c=1 d=1 t=5244
tie zhi 	貼紙	c=1 d=1 t=5251
tie zi 	帖子	c=1 d=1 t=1727
ting 	挺	c=1 d=1 t=8733
ting da 	挺大	c=2 d=1 t=5553
ting duo 	挺多	c=1 d=1 t=2501
ting ge 	聽歌	c=1 d=1 t=1236
ting guo 	聽過	c=1 d=1 t=4945
ting hao 	挺好	c=1 d=1 t=1369
ting shuo 	聽說	c=3 d=1.96565 t=6615
ting you 	挺有	c=1 d=1 t=5638
ting zhi 	停止	c=1 d=1 t=5655
tong 	同	c=3 d=1 t=6655
tong bu tong yi 	同不同意	c=1 d=1 t=4736
tong guo 	通過	c=2 d=1 t=8343
tong ji 	統計	c=1 d=1 t=4443
tong qin 	通勤	c=3 d=1.09629 t=782
tong shi 	同時	c=3 d=1.00024 t=8266
tong xue 	同學	c=2 d=1.92774 t=3436
tong yi 	同意	c=1 d=1 t=7690
tong zhi 	通知	c=1 d=1 t=8545
tou 	投	c=2 d=1.00105 t=2792
tou 	頭	c=1 d=1.1 t=2793
tou pi 	頭皮	c=1 d=1 t=6042
tou tou 	偷偷	c=3 d=1 t=6377
tou zhi 	透支	c=1 d=1 t=8147
tu 	圖	c=9 d=1.08803 t=7459
tu ku 	圖庫	c=1 d=1 t=2613
tu pian 	圖片	c=4 d=1 t=6916
tu po 	突破	c=1 d=1 t=8262
tu ran 	突然	c=3 d=1.95748 t=6471
tu shi 	圖示	c=1 d=1 t=7487
tu tu 	圖圖	c=2 d=1.956 t=1640
tu xiang 	圖像	c=1 d=1 t=2366
tuan 	團	c=1 d=1 t=8737
tuan dui 	團隊	c=4 d=3.49521 t=5853
tui 	推	c=1 d=1 t=6674
tui jian 	推薦	c=3 d=2.00874 t=4966
tui te 	推特	c=1 d=1 t=7696
tui xiu 	退休	c=1 d=1 t=7789
tuo guan 	託管	c=1 d=1 t=7683
tuo luo 	脫落	c=1 d=1 t=5409
wa 	哇	c=2 d=1.42105 t=6940
wa ao 	凹凹	c=0 d=0.1 t=2277
wa o 	哇哦	c=3 d=1 t=6923
wai 	外	c=1 d=1 t=4502
wai bao 	外包	c=2 d=1 t=4992
wai di ren 	外地人	c=0 d=0.1 t=2640
wai di ren a du wu wu wu wu wu wu wu wo wu wu wu 	外地人阿堵物嗚嗚嗚嗚嗚嗚我嗚嗚嗚	c=1 d=1 t=2641
wai gua 	外掛	c=1 d=1 t=7086
wai guan 	外觀	c=1 d=1 t=7996
wai guo ren 	外國人	c=1 d=1 t=1839
wai jie 	外接	c=1 d=1 t=5228
wai ke 	外殼	c=1 d=1 t=2817
wai mian 	外面	c=3 d=1.00458 t=6628
wai xing ren 	外星人	c=2 d=1.94649 t=3362
wan 	完	c=10 d=3.03203 t=8194
wan 	彎	c=4 d=3.91179 t=6172
wan 	晚	c=1 d=1 t=2662
wan 	灣	c=3 d=1.00066 t=7627
wan 	玩	c=6 d=1.26462 t=8175
wan cheng 	完成	c=1 d=1 t=3789
wan fan 	晚飯	c=5 d=4.40374 t=2770
wan le 	完了	c=1 d=1 t=7629
wan quan 	完全	c=2 d=1 t=3189
wan yi 	玩意	c=2 d=1 t=6058
wan yi 	萬一	c=1 d=1 t=350
wang 	忘	c=1 d=1 t=4537
wang 	王	c=1 d=1 t=4245
wang 	網	c=8 d=1 t=8007
wang ba 	網吧	c=1 d=1 t=1821
wang ji 	忘記	c=1 d=1 t=5467
wang luo 	網絡	c=4 d=1.00833 t=6915
wang shang 	網上	c=1 d=1 t=510
wang su 	網速	c=1 d=1 t=3041
wang xian 	網線	c=3 d=1.00004 t=5714
wang you 	網友	c=1 d=1 t=102
wang zhan 	網站	c=9 d=2.80799 t=8691
wei 	僞	c=2 d=1.68729 t=8091
wei 	味	c=3 d=1.03513 t=6180
wei 	喂	c=1 d=1 t=8301
wei 	爲	c=8 d=1.99225 t=7063
wei chi 	維持	c=1 d=1 t=8269
wei dao 	味道	c=2 d=1.96561 t=7450
wei hu 	維護	c=7 d=1 t=8636
wei hu hao 	維護好	c=1 d=1 t=5662
wei ji 	危機	c=1 d=1 t=5393
wei jue 	味覺	c=1 d=1 t=7456
wei le 	爲了	c=1 d=1 t=8096
wei qi 	爲其	c=1 d=1 t=8079
wei ruan 	微軟	c=3 d=1.956 t=7024
wei sha 	爲啥	c=5 d=1.01357 t=8612
wei shen me 	爲什麼	c=5 d=1.6188 t=7093
wei wu zhu yi 	唯物主義	c=1 d=1 t=123
wei xin 	微信	c=5 d=1.00012 t=8694
wei yi 	唯一	c=2 d=1.9802 t=7516
wen 	問	c=4 d=1.2452 t=8130
wen 	文	c=2 d=1.97531 t=7761
wen da shi 	問答式	c=0 d=0.1 t=2277
wen dang 	文檔	c=3 d=1.07589 t=8773
wen jian 	文件	c=29 d=1.76519 t=8043
wen ti 	問題	c=10 d=2.80171 t=8415
wen xue 	文學	c=1 d=1 t=4689
wen yi xia 	問一下	c=1 d=1 t=7476
wen yu 	文娛	c=2 d=1.96079 t=2860
wen zhang 	文章	c=1 d=1 t=2923
wen zi 	文字	c=1 d=1 t=8598
wo 	喔	c=1 d=1 t=4265
wo 	我	c=282 d=7.44583 t=8721
wo ca 	我擦	c=8 d=1.34908 t=8637
wo cai fa xian 	我才發現	c=1 d=1 t=3019
wo cao 	我曹	c=2 d=1.00127 t=1762
wo de 	我的	c=2 d=1.00939 t=7009
wo dian wei qi du wa si dian wei qi a da 	我電位器毒瓦斯電位器阿達	c=1 d=1 t=2272
wo kan 	我看	c=1 d=1 t=4664
wo ke yi 	我可以	c=1 d=1 t=6658
wo long 	臥龍	c=1 d=1 t=4125
wo men 	我們	c=10 d=1.00004 t=7321
wo neng 	我能	c=1 d=1 t=1340
wo suo you 	我所有	c=1 d=1 t=6548
wo xiang 	我想	c=1 d=1 t=2385
wo xiang yao 	我想要	c=1 d=1 t=8788
wo yao 	我要	c=1 d=1 t=2135
wo ye 	我也	c=5 d=1.01015 t=8660
wo ying gai 	我應該	c=1 d=1 t=7087
wo yong 	我用	c=0 d=0.1 t=7952
wo you 	我有	c=1 d=1 t=8060
wo zen me 	我怎麼	c=1 d=1 t=6797
wo zhe 	我這	c=3 d=1.07531 t=6589
wo zhe bian 	我這變	c=1 d=1 t=6590
wu 	五	c=2 d=1.08046 t=2116
wu 	午	c=1 d=1 t=2724
wu 	巫	c=1 d=1 t=4699
wu 	無	c=1 d=1 t=3522
wu 	物	c=1 d=1 t=1324
wu chu 	誤觸	c=1 d=1 t=4124
wu dao 	誤導	c=1 d=0.161478 t=2641
wu di 	無敵	c=1 d=1 t=5160
wu fan 	午飯	c=5 d=4.59041 t=2757
wu fei 	無非	c=1 d=1 t=7406
wu feng 	無縫	c=1 d=1 t=5243
wu hu 	蕪湖	c=2 d=1 t=6604
wu kong 	悟空	c=1 d=1 t=2096
wu liao 	無聊	c=1 d=1 t=5528
wu ren 	無人	c=1 d=1.15501 t=2643
wu ren da 	無人大	c=1 d=1 t=2644
wu suo wei 	無所謂	c=1 d=1 t=7386
wu wu wu 	嗚嗚嗚	c=0 d=0.116122 t=2640
wu xian 	無限	c=1 d=1 t=5959
wu xiao 	無效	c=1 d=1 t=6716
wu yu 	無語	c=1 d=1 t=1879
xi 	洗	c=1 d=1 t=4852
xi 	系	c=1 d=1 t=7425
xi ju 	喜劇	c=3 d=2.90727 t=666
xi pai 	洗牌	c=1 d=1 t=5003
xi si 	西斯	c=0 d=0.1 t=2242
xi si te 	西斯特	c=1 d=1 t=2243
xi tong 	系統	c=8 d=1.15203 t=7556
xi xi su su 	窸窸窣窣	c=1 d=1 t=728
xi yin 	吸引	c=1 d=1 t=196
xia 	下	c=10 d=1.69475 t=7328
xia ban 	下班	c=2 d=1 t=6942
xia bu dao 	下不到	c=1 d=1 t=1922
xia dan 	下單	c=1 d=1 t=7900
xia hao 	下好	c=1 d=1 t=2425
xia jia 	下架	c=1 d=1 t=1705
xia lai 	下來	c=2 d=1.03936 t=5000
xia ling 	夏令	c=1 d=1 t=7179
xia ling shi 	夏令時	c=1 d=1 t=7178
xia mian 	下面	c=2 d=1 t=8529
xia qi 	下棋	c=1 d=1 t=4153
xia qu 	下去	c=1 d=1 t=4654
xia tou 	下頭	c=4 d=1.00001 t=8476
xia zai 	下載	c=9 d=1.00001 t=8676
xian 	仙	c=1 d=1 t=2282
xian 	先	c=6 d=1.01703 t=8405
xian 	線	c=2 d=1.05366 t=3462
xian cheng 	線程	c=1 d=1 t=8119
xian de 	顯得	c=2 d=1.91851 t=5200
xian ding 	限定	c=3 d=1.55619 t=1493
xian nv 	仙女	c=1 d=1 t=7101
xian she jian 	先射箭	c=1 d=1 t=6827
xian shi 	現實	c=2 d=1.14882 t=2705
xian shi 	顯示	c=8 d=1 t=8115
xian yu 	先於	c=1 d=1 t=7861
xian yu 	鹹魚	c=1 d=1 t=7862
xian zai 	現在	c=19 d=1.00448 t=7777
xian zhi 	限制	c=12 d=2.4673 t=8382
xiang 	像	c=5 d=1 t=7583
xiang 	向	c=1 d=1 t=83
xiang 	想	c=13 d=2.82712 t=7884
xiang 	箱	c=1 d=1 t=2605
xiang 	香	c=1 d=1 t=5277
xiang ba lao 	鄉巴佬	c=4 d=3.88914 t=6623
xiang ban fa 	想辦法	c=2 d=1.01156 t=2910
xiang bi 	相比	c=2 d=1.93239 t=6359
xiang dang 	相當	c=1 d=1 t=8277
xiang dang yu 	相當於	c=1 d=1 t=6085
xiang dao 	想到	c=1 d=1 t=3552
xiang de 	想得	c=1 d=1 t=3776
xiang fa 	想法	c=1 d=1 t=4603
xiang gang 	香港	c=4 d=1.9802 t=8360
xiang guan 	相關	c=3 d=1 t=8797
xiang guo 	想過	c=1 d=1 t=182
xiang ji 	相機	c=1 d=1 t=7435
xiang kan 	想看	c=1 d=1 t=4777
xiang lai 	想來	c=2 d=1.99005 t=5910
xiang mu 	項目	c=1 d=1 t=2775
xiang qu 	想去	c=1 d=1 t=8562
xiang ri kui 	向日葵	c=3 d=2.98506 t=6757
xiang su 	像素	c=1 d=1 t=1229
xiang wo 	像我	c=2 d=1 t=7333
xiang xia 	鄉下	c=2 d=1.90937 t=7358
xiang xin 	相信	c=0 d=0.1 t=4861
xiang ying 	相應	c=1 d=1 t=4318
xiang zhe 	想着	c=1 d=1 t=3090
xiao 	小	c=13 d=1.60573 t=8710
xiao 	曉	c=1 d=1 t=852
xiao 	笑	c=5 d=3.89158 t=730
xiao chen 	小陳	c=0 d=0.1 t=8468
xiao chen gu 	小陳股	c=1 d=1 t=8469
xiao guo 	效果	c=1 d=1 t=864
xiao hai 	小孩	c=3 d=2.79276 t=553
xiao huo zi 	小夥子	c=1 d=1 t=8585
xiao lang hao 	小狼毫	c=1 d=1 t=54
xiao lv 	效率	c=1 d=1 t=5522
xiao mi 	小米	c=5 d=1.23485 t=6584
xiao mi lu you qi 	小米路由器	c=1 d=1 t=6585
xiao nan hai 	小男孩	c=1 d=1 t=7289
xiao qu 	小區	c=2 d=1.01057 t=8749
xiao shi 	小時	c=2 d=1.04505 t=1373
xiao shuo 	小說	c=1 d=1 t=4693
xiao si 	笑死	c=4 d=1.00001 t=8522
xiao wu 	小屋	c=1 d=1 t=4987
xiao xi 	消息	c=3 d=1.04954 t=2716
xiao xian nv 	小仙女	c=1 d=1 t=4021
xiao xiao 	小小	c=1 d=1 t=2094
xiao xin 	小心	c=1 d=1 t=1114
xiao xing 	小型	c=1 d=1 t=2148
xiao xue sheng 	小學生	c=1 d=1 t=5344
xie 	些	c=1 d=1 t=3205
xie 	寫	c=15 d=1.17354 t=8467
xie chu lai 	寫出來	c=1 d=1 t=7757
xie men 	邪門	c=1 d=1 t=4895
xie zai 	卸載	c=1 d=1 t=4970
xin 	信	c=3 d=1.47237 t=7298
xin 	新	c=22 d=1.01966 t=8652
xin teng 	心疼	c=2 d=1.74453 t=4253
xin wen 	新聞	c=1 d=1 t=1475
xin xi 	信息	c=1 d=1 t=6690
xing 	性	c=1 d=1 t=125
xing 	行	c=9 d=1 t=8697
xing cheng 	形成	c=1 d=1 t=5763
xing cun zhe 	倖存者	c=2 d=1.97045 t=2655
xing qi 	星期	c=2 d=1 t=6776
xiong di 	兄弟	c=1 d=1 t=1791
xiu 	秀	c=1 d=1 t=7909
xiu fu 	修復	c=1 d=1 t=4521
xiu gai 	修改	c=2 d=1 t=7987
xiu nv 	修女	c=1 d=1 t=2207
xu ke 	許可	c=1 d=1 t=407
xu ni ji 	虛擬機	c=2 d=1.1764 t=4616
xu shi 	敘事	c=2 d=1 t=8274
xuan 	宣	c=3 d=1 t=5912
xuan 	選	c=5 d=1.02949 t=7375
xuan chuan 	宣傳	c=1 d=1 t=2404
xuan yan 	宣言	c=2 d=1.95123 t=6494
xuan ze 	選擇	c=1 d=1 t=5041
xuan zhuan 	旋轉	c=1 d=1 t=5359
xue 	學	c=1 d=1 t=6450
xue 	雪	c=4 d=2.81488 t=822
xue sheng 	學生	c=1 d=1 t=2617
xue xiao 	學校	c=1 d=1 t=3987
xun huan 	循環	c=1 d=1 t=7867
xun lian 	訓練	c=1 d=1 t=68
xun si 	尋思	c=2 d=1.05613 t=1865
xun zhao 	尋找	c=1 d=1 t=1335
ya 	呀	c=4 d=1.24521 t=8372
ya 	壓	c=1 d=1 t=2802
ya 	芽	c=1 d=1 t=6825
ya jin 	押金	c=1 d=1 t=2812
ya ke li 	亞克力	c=1 d=1 t=2816
yan 	言	c=5 d=4.31619 t=1227
yan chang 	延長	c=1 d=1 t=470
yan chi 	延遲	c=3 d=1.0016 t=8024
yan ge 	嚴格	c=1 d=1 t=5797
yan ge 	閹割	c=2 d=1.97045 t=6573
yan jing 	眼睛	c=1 d=1 t=7958
yan jing she 	眼鏡蛇	c=1 d=1 t=6521
yan qi 	延期	c=1 d=1 t=6242
yan shu 	眼熟	c=1 d=1 t=8214
yang cong 	洋蔥	c=1 d=1 t=5881
yang lao 	養老	c=1 d=1 t=7738
yang lao jin 	養老金	c=2 d=1.81465 t=7786
yang zi 	樣子	c=2 d=1 t=5072
yao 	么	c=1 d=1 t=2419
yao 	藥	c=2 d=1.02034 t=3199
yao 	要	c=41 d=1.92421 t=8739
yao bu ran 	要不然	c=1 d=1 t=7751
yao bu shi 	要不是	c=1 d=1 t=7342
yao gun 	搖滾	c=1 d=0.100036 t=2072
yao kai fa 	要開發	c=1 d=1 t=7361
yao qiu 	要求	c=2 d=1 t=3226
yao shi 	要是	c=6 d=1.40657 t=7942
yao si 	要死	c=2 d=1 t=8771
yao wo 	要我	c=2 d=1.99005 t=5756
ye 	也	c=57 d=3.94472 t=8282
ye 	頁	c=5 d=1.05855 t=7246
ye bu shi 	也不是	c=1 d=1 t=7672
ye bu zhi dao 	也不知道	c=2 d=1 t=8504
ye de 	也得	c=3 d=1.00005 t=8751
ye hui 	也會	c=1 d=1 t=1125
ye jie 	業界	c=1 d=1 t=3383
ye jiu 	也就	c=3 d=1 t=8434
ye jiu shi 	也就是	c=3 d=1.00003 t=6255
ye ke yi 	也可以	c=1 d=1 t=6803
ye lai 	也來	c=0 d=0.1 t=3493
ye mian 	頁面	c=1 d=1 t=3586
ye neng 	也能	c=3 d=1.09877 t=8313
ye shi 	也是	c=7 d=2.32004 t=7780
ye shuo 	也說	c=1 d=1 t=1987
ye suan 	也算	c=2 d=1.42956 t=7896
ye xiang 	也想	c=1 d=1 t=280
ye xing 	也行	c=1 d=1 t=1426
ye yao 	也要	c=2 d=1 t=7570
ye ye 	爺爺	c=3 d=2.82612 t=7372
ye you 	也有	c=3 d=1.79865 t=7367
yi 	一	c=11 d=1.00001 t=7524
yi 	易	c=1 d=1 t=3048
yi ba 	一把	c=1 d=1 t=6793
yi ban 	一半	c=3 d=1 t=3970
yi ban 	一般	c=2 d=0.665712 t=7952
yi ban wo yong zhe ge 	一般我用這個	c=1 d=1 t=7953
yi bo 	一波	c=3 d=0.100049 t=8460
yi bu fen 	一部分	c=1 d=1 t=1724
yi chang 	一場	c=3 d=1.81837 t=858
yi ci 	一次	c=2 d=1 t=7555
yi da 	一大	c=1 d=1 t=176
yi da pian 	一大片	c=1 d=1 t=6575
yi dian 	一點	c=6 d=1.29524 t=5778
yi dian dian 	一點點	c=1 d=1 t=2093
yi dong 	移動	c=2 d=1 t=5226
yi duan 	一段	c=1 d=1 t=1097
yi dui 	一堆	c=6 d=1.99005 t=4613
yi fen 	一份	c=1 d=1 t=6435
yi ge 	一個	c=42 d=1.79452 t=8554
yi ge ren 	一個人	c=2 d=1.90484 t=765
yi ge yue 	一個月	c=1 d=0.1 t=8205
yi hou 	以後	c=1 d=1 t=7352
yi hui er 	一會兒	c=2 d=1.99005 t=1876
yi huo 	疑惑	c=2 d=1.4607 t=7165
yi ji 	以及	c=2 d=1.96561 t=3144
yi jia 	衣架	c=2 d=1.14299 t=3136
yi jin 	已近	c=3 d=1.04258 t=5159
yi jing 	已經	c=7 d=1.00006 t=8035
yi ju 	一句	c=2 d=0.1 t=7131
yi ju hua 	一句話	c=1 d=1 t=7874
yi kai shi 	一開始	c=3 d=1 t=8402
yi lai 	依賴	c=2 d=1.89137 t=7235
yi nian 	一年	c=3 d=2.96546 t=5372
yi qi 	一起	c=2 d=1 t=7004
yi qian 	以前	c=8 d=2.71461 t=4786
yi qie 	一切	c=1 d=1 t=3764
yi ran 	依然	c=1 d=1 t=5122
yi shu 	藝術	c=2 d=1 t=5324
yi shuo 	一說	c=1 d=1 t=3011
yi si 	意思	c=5 d=1.15032 t=8537
yi tian 	一天	c=3 d=1.09251 t=1292
yi wai 	意外	c=1 d=1 t=8065
yi wei 	以爲	c=8 d=1 t=8557
yi xia 	一下	c=17 d=1.14562 t=8536
yi xiao shi 	一小時	c=1 d=1 t=133
yi xie 	一些	c=3 d=1 t=8789
yi xiu 	一宿	c=1 d=1 t=5509
yi yan 	一言	c=2 d=1 t=8323
yi yang 	一樣	c=3 d=1.0876 t=4264
yi yi 	意義	c=1 d=1 t=5203
yi zhi 	一直	c=7 d=1.55083 t=5898
yi zhong 	一種	c=2 d=1.00607 t=2889
yi zhou 	一週	c=2 d=1.96079 t=8080
yi zhu 	醫囑	c=1 d=1 t=5231
yin 	銀	c=1 d=1 t=853
yin 	音	c=3 d=1.90241 t=1859
yin cang 	隱藏	c=1 d=1 t=1275
yin ci 	因此	c=1 d=1 t=7032
yin dao 	引導	c=1 d=1 t=6411
yin liao 	飲料	c=1 d=1 t=4173
yin qing 	引擎	c=2 d=1.02399 t=6706
yin wei 	因爲	c=13 d=1.33953 t=5434
yin yue 	音樂	c=4 d=2.69177 t=1282
ying 	影	c=1 d=1 t=6280
ying 	硬	c=1 d=1 t=6401
ying 	贏	c=1 d=1 t=2535
ying gai 	應該	c=9 d=1.08037 t=8558
ying hua 	櫻花	c=1 d=1 t=8695
ying jian 	硬件	c=1 d=1 t=6108
ying pan 	硬盤	c=2 d=1.99005 t=5229
ying shi 	影視	c=1 d=1 t=321
ying wen 	英文	c=3 d=1 t=8531
ying xiang 	影響	c=3 d=1.00006 t=8559
ying yong 	應用	c=1 d=1 t=6686
ying yu 	英語	c=2 d=1 t=6800
yong 	用	c=60 d=1.1958 t=8370
yong bu liao 	用不了	c=1 d=1 t=1126
yong de 	用的	c=1 d=1 t=3166
yong fa 	用法	c=4 d=1 t=8305
yong guo 	用過	c=2 d=1.00001 t=5455
yong hu 	用戶	c=7 d=1.0001 t=7983
yong lai 	用來	c=2 d=1.31822 t=3158
yong wan 	用完	c=2 d=1.96079 t=1093
yong xin 	用心	c=1 d=1 t=4606
yong you 	擁有	c=1 d=1 t=4214
yong yuan 	永遠	c=1 d=1 t=6148
you 	又	c=11 d=1 t=8495
you 	友	c=2 d=1 t=7891
you 	有	c=59 d=2.75443 t=8714
you 	由	c=4 d=1 t=6552
you 	遊	c=1 d=1 t=1515
you bian 	右邊	c=2 d=1.2658 t=4362
you bing 	有病	c=1 d=1 t=4045
you dian 	有點	c=10 d=1.29276 t=8202
you ge 	有個	c=3 d=1.0013 t=8530
you guan 	油管	c=1 d=1 t=5894
you hua 	優化	c=1 d=1 t=6789
you jian 	郵件	c=1 d=1 t=923
you ju hua 	有句話	c=1 d=1 t=3444
you ke neng 	有可能	c=1 d=1 t=2209
you mei you 	有沒有	c=7 d=1.32992 t=6505
you ming 	有名	c=2 d=1.99005 t=7082
you qu 	有趣	c=1 d=1 t=8284
you qu xian 	有曲線	c=1 d=1 t=6079
you ren 	有人	c=2 d=1.00108 t=7753
you sha 	有啥	c=1 d=1 t=7794
you shi 	有時	c=1 d=1 t=3706
you shi hou 	有時候	c=1 d=1 t=1921
you wen ti 	有問題	c=1 d=1 t=8410
you xi 	遊戲	c=18 d=2.83705 t=8790
you xian 	有限	c=2 d=1.99501 t=6578
you xiang 	郵箱	c=3 d=1.94649 t=7656
you xiao 	有效	c=1 d=1 t=2485
you xie 	有些	c=6 d=1 t=7847
you xie ren 	有些人	c=1 d=1 t=8754
you yao 	又要	c=1 d=1 t=1394
you yi 	有一	c=0 d=0.1 t=363
you yi ge yue 	有一個月	c=1 d=1 t=8206
you yi shuo yi 	有一說一	c=3 d=1.00003 t=6161
you yi si 	有意思	c=1 d=1 t=117
you yong 	有用	c=2 d=1 t=8383
you zhi 	優質	c=1 d=1 t=5048
yu 	與	c=0 d=0.1 t=5217
yu bao 	預報	c=1 d=1 t=5557
yu dao 	遇到	c=3 d=1.00001 t=2987
yu ding 	預訂	c=4 d=1.97311 t=7610
yu fa 	語法	c=1 d=1 t=4522
yu liao 	預料	c=1 d=1 t=6795
yu qi 	與其	c=1 d=1 t=2909
yu shi 	於是	c=2 d=1.99501 t=3097
yu yan 	語言	c=4 d=3.67997 t=6992
yu yin 	語音	c=2 d=2.07521 t=2697
yu yin bao 	語音包	c=1 d=1 t=2698
yuan 	元	c=1 d=1 t=4642
yuan 	原	c=2 d=1 t=6495
yuan 	員	c=2 d=1.91851 t=4643
yuan 	源	c=1 d=1 t=2340
yuan 	院	c=1 d=1 t=6241
yuan ban 	原版	c=3 d=1 t=6570
yuan cheng 	遠程	c=1 d=1 t=5295
yuan gong 	員工	c=1 d=1 t=3359
yuan hua 	圓滑	c=1 d=1 t=8315
yuan jiao 	圓角	c=6 d=1.59236 t=8717
yuan lai 	原來	c=3 d=1.90067 t=3042
yuan li 	原理	c=2 d=1.75578 t=6724
yuan li 	遠離	c=1 d=1 t=7089
yuan ma 	源碼	c=2 d=1.00001 t=6681
yuan sheng 	原生	c=1 d=1 t=7914
yuan yin 	原因	c=2 d=1 t=7279
yuan zi 	原子	c=2 d=1.92774 t=4288
yue 	月	c=14 d=1.27701 t=7973
yue 	約	c=2 d=1.93239 t=119
yue 	越	c=1 d=1 t=8628
yue da 	越大	c=1 d=1 t=8634
yue di 	月底	c=1 d=1 t=5488
yue dui 	樂隊	c=1 d=1 t=5411
yun 	雲	c=2 d=1.94649 t=1031
yun dong 	運動	c=2 d=1.00373 t=6481
yun suan 	運算	c=2 d=1.34646 t=7050
yun xing 	運行	c=1 d=1 t=3288
yun ying 	運營	c=1 d=1 t=4961
